,year,month,type,sex,age,fatal,area,location,sum,latitude,longitude,link
1004,1930,2,unprovoked,Male,18,Yes,victoria,"middle brighton, port phillip",1.0,-36.7285335,146.9607724,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.15-Clarke.pdf
1005,1930,2,provoked,Male,unknown,No,western australia,onslow,1.0,-21.6382467,115.1134438,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.02.03.R-Donovan.pdf
1006,1929,12,unprovoked,Male,16,Yes,new south wales,"white bay, near bald rock jetty, sydney harbor ",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.26-Oakley.pdf
1007,1929,12,unprovoked,Male,unknown,No,queensland,thursday island,8.0,-10.578645850000001,142.21892059042744,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.21-ThursdayIsland.pdf
1008,1929,12,unprovoked,Female,17,No,new south wales,collaroy,1.0,-33.7382194,151.2996618,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.16-Thom.pdf
1009,1929,12,unprovoked,Male,unknown,No,queensland,thursday island,8.0,-10.578645850000001,142.21892059042744,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.13-Nago.pdf
1010,1929,12,unprovoked,Male,55,Yes,queensland,townsville,6.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.03.R-Unidentified.pdf
1011,1929,10,unprovoked,Male,unknown,No,queensland,near badu island,1.0,-10.120496500000002,142.14084750006657,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.10.20-Lifu.pdf
1012,1929,9,unprovoked,Male,42,Yes,queensland,"ross river, townsville",7.0,-19.3090595,146.7688108,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.09.01-Hobbs.pdf
1013,1929,5,unprovoked,Male,unknown,No,queensland,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.05.31-Moira.pdf
1014,1929,4,unprovoked,Male,unknown,No,queensland,great barrier reef,6.0,-16.35,145.9,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.26.R-AliAhMat.pdf
1015,1929,4,unprovoked,Male,unknown,No,queensland,great barrier reef,6.0,-16.35,145.9,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.17.R-Taked.pdf
1016,1929,4,provoked,Male,19,No,queensland,"bribie passage, caloundra",1.0,-26.7981633,153.1354434,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.11-Manners.pdf
1017,1929,4,unprovoked,Male,unknown,Yes,queensland,badu island,3.0,-10.12096135,142.14072910373415,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.09-BaduIsland.pdf
1018,1929,4,unprovoked,Male,unknown,Yes,queensland,badu island,3.0,-10.12096135,142.14072910373415,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.04-Luffman.pdf
1019,1929,3,unprovoked,Male,unknown,Yes,queensland,near dauan island,1.0,-9.423301,142.53698318272365,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.12-schoolboy.pdf
1020,1929,3,unprovoked,Male,9,No,south australia,ardrossan,3.0,-34.424675,137.915867,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf
1021,1929,3,unprovoked,Male,12,No,south australia,ardrossan,3.0,-34.424675,137.915867,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf
1022,1929,2,unprovoked,Male,20,Yes,new south wales,maroubra bay,2.0,-33.9497989,151.2620583,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.18-Butcher.pdf
1023,1929,2,unclear,Missing,unknown,No,western australia,glenelg,3.0,-34.9803673,138.5143342,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.09-canoe.pdf
1024,1929,2,unprovoked,Male,39,Yes,new south wales,bondi,5.0,-33.8930556,151.2633333,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.08-Gibson.pdf
1025,1929,1,unprovoked,Male,unknown,Yes,queensland,"alma bay, magnetic island, townsville",1.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.27-Weatherall.pdf
1026,1929,1,unprovoked,Male,14,Yes,new south wales,bondi,5.0,-33.8930556,151.2633333,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.12-Stewart.pdf
1027,1929,0,unclear,Male,unknown,Missing,new south wales,sydney harbor,10.0,44.0156514,-121.2831965,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.e.R-Johanssen.pdf
1028,1929,0,provoked,Male,unknown,No,south australia,ardrossan,3.0,-34.424675,137.915867,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.d-Bowman.pdf
1029,1929,0,unprovoked,Male,unknown,No,new south wales,"garden island, sydney",1.0,-33.8596624,151.2288783,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.b-Luckie.pdf
1030,1928,12,unprovoked,Male,unknown,No,unknown,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.12.21-Rueben.pdf
1031,1928,7,unprovoked,Male,unknown,No,unknown,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.07.11-Poid.pdf
1032,1928,4,unprovoked,Male,unknown,No,queensland,"barrow point, 100 miles north of cooktown, queensland",2.0,-15.4726622,145.2534218,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.14.R-BarrowPoint.pdf
1033,1928,4,unprovoked,Male,19,No,new south wales,bondi,5.0,-33.8930556,151.2633333,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.14.a-Steele.pdf
1034,1928,4,unprovoked,Male,15,No,queensland,graceville,1.0,-27.520899,152.977918,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.06-Arthy.pdf
1035,1928,4,unprovoked,Male,28,Yes,new south wales,"cooks hill, newcastle",1.0,-32.9316667,151.7677778,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.04-Lane.pdf
1036,1928,3,unprovoked,Male,unknown,No,queensland,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.03.28.R-Bob.pdf
1037,1928,2,unprovoked,Male,unknown,Yes,queensland,"near barrow point, queensland",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.02.20-Wanewa.pdf
1038,1928,1,unprovoked,Male,78,Yes,queensland,deliverance island,1.0,-9.519335850000001,141.5711755798207,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.27-Envoldt.pdf
1039,1927,11,unprovoked,Missing,unknown,Yes,new south wales,"bradleys head, sydney ",1.0,-33.8515199,151.2459734,http://sharkattackfile.net/spreadsheets/pdf_directory/1927.11.0-Tahiti-diaster.pdf
1040,1927,10,unprovoked,Male,unknown,No,new south wales,"kiah creek, eden",1.0,-37.0640494,149.9035118,http://sharkattackfile.net/spreadsheets/pdf_directory/1927.10-12-Severs-horse.pdf
1041,1927,7,unclear,Missing,unknown,No,new south wales,bellambi reef,2.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1927.07.03-Bellambi.pdf
1042,1927,5,unprovoked,Male,unknown,Yes,queensland,off cairns,1.0,-16.8769043,145.7541751,http://sharkattackfile.net/spreadsheets/pdf_directory/1927.05.09.R-Quassa.pdf
1043,1927,4,unprovoked,Male,unknown,No,queensland,near thursday island,9.0,-10.5844089,142.2192935,http://sharkattackfile.net/spreadsheets/pdf_directory/1927.04.10-NapoleonDoola.pdf
1044,1927,4,unprovoked,Male,unknown,No,queensland,near thursday island,9.0,-10.5844089,142.2192935,http://sharkattackfile.net/spreadsheets/pdf_directory/1927.04.08-Eseromi.pdf
